request_id,session_id,user_id,agent_id,department,created_at,category,use_case,classification_source,first_user_message,tools,tool_calls,agent_failed,agent_recovered_error,user_tokens_est,assistant_tokens_est,tool_tokens_est,total_tokens_est,estimated_minutes_saved,token_count_method,allocated_cost_rub,fte_savings_rub,net_benefit_rub,business_case_positive
sess_20260503_000064,sess_20260503_000064,usr_000020,agent_project_03,Продажи,2026-05-03T10:45:00Z,Поиск и сбор информации,Поиск внутренних регламентов,source_label,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,confluence.get_page; confluence.search; drive.search; sharepoint.search,10,False,False,33,174,57350,57557,25.0,chars_div_4_estimate,53712.39,662.88,-53049.51,False
sess_20260717_000065,sess_20260717_000065,usr_000025,agent_project_03,HR,2026-07-17T13:46:00Z,Анализ данных и отчетность,Отчёт по выигранным тендерам,source_label,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",crm.get_company; crm.search_deals; database.query; excel.read,10,False,False,33,174,59301,59508,35.0,chars_div_4_estimate,55533.07,928.03,-54605.04,False
sess_20260720_000066,sess_20260720_000066,usr_000008,agent_project_03,Финансы,2026-07-20T13:29:00Z,Анализ данных и отчетность,Выгрузка CRM в Excel,source_label,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",crm.get_company; crm.search_deals; database.query; excel.create,10,False,False,35,166,57197,57398,35.0,chars_div_4_estimate,53564.01,928.03,-52635.98,False
sess_20260515_000067,sess_20260515_000067,usr_000022,agent_engineering_04,Маркетинг,2026-05-15T10:18:00Z,Работа с задачами и проектами,Разбор задач Jira,source_label,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",confluence.search; jira.get_comments; jira.get_issue; jira.search_issue,10,False,False,32,167,59010,59209,12.0,chars_div_4_estimate,55254.05,318.18,-54935.86,False
sess_20260705_000068,sess_20260705_000068,usr_000019,agent_engineering_04,Разработка,2026-07-05T15:25:00Z,Работа с задачами и проектами,Мониторинг статусов проектов,source_label,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",isup.get_milestones; isup.get_project; isup.search_projects; jira.search_issue,10,False,False,32,172,58219,58423,12.0,chars_div_4_estimate,54520.55,318.18,-54202.37,False
sess_20260515_000069,sess_20260515_000069,usr_000001,agent_workplace_01,Маркетинг,2026-05-15T08:57:00Z,Управление коммуникациями,Разбор почты и ответ клиенту,source_label,"Прочитай цепочку с Вектор Плюс, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",calendar.get_events; crm.get_company; gmail.get_thread; gmail.search,10,False,False,35,171,59326,59532,15.0,chars_div_4_estimate,55555.47,397.73,-55157.74,False
sess_20260726_000070,sess_20260726_000070,usr_000006,agent_engineering_04,Разработка,2026-07-26T16:48:00Z,Управление коммуникациями,Итоги встречи,source_label,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",calendar.get_event; contacts.lookup; meeting.transcript; slack.get_channel_history,10,False,False,29,173,59187,59389,15.0,chars_div_4_estimate,55422.02,397.73,-55024.29,False
sess_20260517_000071,sess_20260517_000071,usr_000017,agent_project_03,Финансы,2026-05-17T17:20:00Z,Помощь с кодом и техническими вопросами,Разбор инцидента,source_label,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",docker.get_containers; git.get_commits; jira.search_issue; monitoring.get_metrics,10,False,False,37,174,60443,60654,25.0,chars_div_4_estimate,56602.52,662.88,-55939.65,False
sess_20260525_000072,sess_20260525_000072,usr_000013,agent_sales_02,Продажи,2026-05-25T12:06:00Z,Помощь с кодом и техническими вопросами,Ревью Python-кода,source_label,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",code.analyze; confluence.search; git.get_diff; jira.search_issue,10,False,False,31,172,61181,61384,25.0,chars_div_4_estimate,57283.76,662.88,-56620.88,False
sess_20260729_000073,sess_20260729_000073,usr_000012,agent_engineering_04,Разработка,2026-07-29T14:24:00Z,Планирование и календарь,Поиск общего слота,source_label,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,calendar.find_slots; calendar.get_events; contacts.lookup; rooms.search,10,False,False,34,174,57647,57855,10.0,chars_div_4_estimate,53990.49,265.15,-53725.34,False
sess_20260721_000074,sess_20260721_000074,usr_000013,agent_project_03,Маркетинг,2026-07-21T11:46:00Z,Планирование и календарь,Подготовка к завтрашним встречам,source_label,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",calendar.get_events; confluence.search; crm.get_company; gmail.search,10,False,False,30,175,61274,61479,10.0,chars_div_4_estimate,57372.42,265.15,-57107.27,False
sess_20260608_000075,sess_20260608_000075,usr_000021,agent_sales_02,Продажи,2026-06-08T16:44:00Z,Автоматизация рабочих процессов,Контроль писем без ответа,source_label,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",crm.search_deals; gmail.search; notifications.preview; workflow.get_rules,10,False,False,43,177,61542,61762,30.0,chars_div_4_estimate,57636.51,795.45,-56841.06,False
sess_20260607_000076,sess_20260607_000076,usr_000009,agent_engineering_04,HR,2026-06-07T16:06:00Z,Автоматизация рабочих процессов,Еженедельная рассылка продаж,source_label,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",crm.search_deals; excel.create; gmail.draft; workflow.get_rules,10,False,False,35,176,61844,62055,30.0,chars_div_4_estimate,57909.94,795.45,-57114.49,False
sess_20260730_000077,sess_20260730_000077,usr_000018,agent_sales_02,Продажи,2026-07-30T12:42:00Z,Обучение и объяснение,Объяснение корпоративного процесса,source_label,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",confluence.get_page; confluence.search; jira.search_issue; sharepoint.search,10,False,False,38,179,60213,60430,12.0,chars_div_4_estimate,56393.49,318.18,-56075.31,False
sess_20260529_000078,sess_20260529_000078,usr_000001,agent_sales_02,Разработка,2026-05-29T17:24:00Z,Обучение и объяснение,Разбор SQL-ошибки,source_label,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",code.analyze; confluence.search; database.query; web.search,10,False,False,31,172,55190,55393,12.0,chars_div_4_estimate,51692.94,318.18,-51374.76,False
sess_20260519_000079,sess_20260519_000079,usr_000017,agent_project_03,Личное,2026-05-19T12:06:00Z,Общие вопросы и нерабочие запросы,Планирование отпуска,source_label,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",calculator; maps.search; travel.search; web.search,10,False,False,40,176,60447,60663,0.0,chars_div_4_estimate,56610.92,0.0,-56610.92,False
sess_20260519_000080,sess_20260519_000080,usr_000012,agent_workplace_01,Личное,2026-05-19T17:48:00Z,Общие вопросы и нерабочие запросы,Домашний рецепт,source_label,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",calculator; notes.search; recipe.search; web.search,10,False,False,28,176,55620,55824,0.0,chars_div_4_estimate,52095.15,0.0,-52095.15,False
sess_20260517_000081,sess_20260517_000081,usr_000018,agent_engineering_04,Финансы,2026-05-17T10:50:00Z,Генерация текста и документов,Деловое письмо клиенту,source_label,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,confluence.search; crm.get_company; gmail.get_thread; gmail.search,10,False,False,35,175,58193,58403,20.0,chars_div_4_estimate,54501.88,530.3,-53971.58,False
sess_20260605_000082,sess_20260605_000082,usr_000012,agent_workplace_01,HR,2026-06-05T15:05:00Z,Генерация текста и документов,Черновик технического задания,source_label,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",confluence.search; drive.search; gmail.search; jira.search_issue,10,False,False,36,171,59842,60049,20.0,chars_div_4_estimate,56037.94,530.3,-55507.63,False
sess_20260612_000083,sess_20260612_000083,usr_000015,agent_workplace_01,Финансы,2026-06-12T14:10:00Z,Поиск и сбор информации,Исследование клиента,source_label,"Найди по компании клиента Альтаир: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",crm.get_company; crm.search_deals; web.open; web.search,10,False,False,37,172,57832,58041,25.0,chars_div_4_estimate,54164.06,662.88,-53501.19,False
sess_20260709_000084,sess_20260709_000084,usr_000012,agent_sales_02,Маркетинг,2026-07-09T08:34:00Z,Поиск и сбор информации,Поиск внутренних регламентов,source_label,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,confluence.get_page; confluence.search; drive.search; sharepoint.search,10,False,False,33,177,56397,56607,25.0,chars_div_4_estimate,52825.85,662.88,-52162.97,False
sess_20260618_000085,sess_20260618_000085,usr_000004,agent_engineering_04,HR,2026-06-18T08:29:00Z,Анализ данных и отчетность,Отчёт по выигранным тендерам,source_label,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",crm.get_company; crm.search_deals; database.query; excel.read,10,False,False,33,181,59545,59759,35.0,chars_div_4_estimate,55767.31,928.03,-54839.28,False
sess_20260507_000086,sess_20260507_000086,usr_000001,agent_engineering_04,Проектный офис,2026-05-07T14:03:00Z,Анализ данных и отчетность,Выгрузка CRM в Excel,source_label,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",crm.get_company; crm.search_deals; database.query; excel.create,10,False,False,35,181,61712,61928,35.0,chars_div_4_estimate,57791.43,928.03,-56863.4,False
sess_20260515_000087,sess_20260515_000087,usr_000006,agent_project_03,Проектный офис,2026-05-15T13:36:00Z,Работа с задачами и проектами,Разбор задач Jira,source_label,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",confluence.search; jira.get_comments; jira.get_issue; jira.search_issue,10,False,False,32,171,57651,57854,12.0,chars_div_4_estimate,53989.55,318.18,-53671.37,False
sess_20260509_000088,sess_20260509_000088,usr_000025,agent_engineering_04,Маркетинг,2026-05-09T13:13:00Z,Работа с задачами и проектами,Мониторинг статусов проектов,source_label,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",isup.get_milestones; isup.get_project; isup.search_projects; jira.search_issue,10,False,False,32,175,61426,61633,12.0,chars_div_4_estimate,57516.13,318.18,-57197.95,False
sess_20260605_000089,sess_20260605_000089,usr_000023,agent_engineering_04,HR,2026-06-05T17:07:00Z,Управление коммуникациями,Разбор почты и ответ клиенту,source_label,"Прочитай цепочку с НордЛайн, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",calendar.get_events; crm.get_company; gmail.get_thread; gmail.search,10,False,False,34,175,60656,60865,15.0,chars_div_4_estimate,56799.43,397.73,-56401.7,False
sess_20260613_000090,sess_20260613_000090,usr_000024,agent_workplace_01,Продажи,2026-06-13T16:55:00Z,Управление коммуникациями,Итоги встречи,source_label,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",calendar.get_event; contacts.lookup; meeting.transcript; slack.get_channel_history,10,False,False,29,174,53419,53622,15.0,chars_div_4_estimate,50040.24,397.73,-49642.51,False
sess_20260504_000091,sess_20260504_000091,usr_000018,agent_engineering_04,Проектный офис,2026-05-04T16:55:00Z,Помощь с кодом и техническими вопросами,Разбор инцидента,source_label,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",docker.get_containers; git.get_commits; jira.search_issue; monitoring.get_metrics,10,False,False,37,172,61867,62076,25.0,chars_div_4_estimate,57929.54,662.88,-57266.66,False
sess_20260714_000092,sess_20260714_000092,usr_000012,agent_engineering_04,Проектный офис,2026-07-14T16:00:00Z,Помощь с кодом и техническими вопросами,Ревью Python-кода,source_label,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",code.analyze; confluence.search; git.get_diff; jira.search_issue,10,False,False,31,171,59356,59558,25.0,chars_div_4_estimate,55579.73,662.88,-54916.85,False
sess_20260722_000093,sess_20260722_000093,usr_000011,agent_workplace_01,Финансы,2026-07-22T08:34:00Z,Планирование и календарь,Поиск общего слота,source_label,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,calendar.find_slots; calendar.get_events; contacts.lookup; rooms.search,10,False,False,34,167,58480,58681,10.0,chars_div_4_estimate,54761.31,265.15,-54496.16,False
sess_20260514_000094,sess_20260514_000094,usr_000008,agent_sales_02,HR,2026-05-14T15:38:00Z,Планирование и календарь,Подготовка к завтрашним встречам,source_label,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",calendar.get_events; confluence.search; crm.get_company; gmail.search,10,False,False,30,170,60679,60879,10.0,chars_div_4_estimate,56812.5,265.15,-56547.34,False
sess_20260625_000095,sess_20260625_000095,usr_000020,agent_sales_02,HR,2026-06-25T17:08:00Z,Автоматизация рабочих процессов,Контроль писем без ответа,source_label,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",crm.search_deals; gmail.search; notifications.preview; workflow.get_rules,10,False,False,43,171,63132,63346,30.0,chars_div_4_estimate,59114.71,795.45,-58319.25,False
sess_20260713_000096,sess_20260713_000096,usr_000023,agent_engineering_04,Продажи,2026-07-13T12:15:00Z,Автоматизация рабочих процессов,Еженедельная рассылка продаж,source_label,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",crm.search_deals; excel.create; gmail.draft; workflow.get_rules,10,False,False,35,177,60427,60639,30.0,chars_div_4_estimate,56588.53,795.45,-55793.07,False
sess_20260627_000097,sess_20260627_000097,usr_000015,agent_project_03,Маркетинг,2026-06-27T12:44:00Z,Обучение и объяснение,Объяснение корпоративного процесса,source_label,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",confluence.get_page; confluence.search; jira.search_issue; sharepoint.search,10,False,False,38,177,60259,60474,12.0,chars_div_4_estimate,56434.55,318.18,-56116.37,False
sess_20260514_000098,sess_20260514_000098,usr_000019,agent_sales_02,Продажи,2026-05-14T10:10:00Z,Обучение и объяснение,Разбор SQL-ошибки,source_label,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",code.analyze; confluence.search; database.query; web.search,10,False,False,31,177,55178,55386,12.0,chars_div_4_estimate,51686.41,318.18,-51368.23,False
sess_20260703_000099,sess_20260703_000099,usr_000025,agent_project_03,Личное,2026-07-03T10:21:00Z,Общие вопросы и нерабочие запросы,Планирование отпуска,source_label,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",calculator; maps.search; travel.search; web.search,10,False,False,40,169,59724,59933,0.0,chars_div_4_estimate,55929.68,0.0,-55929.68,False
sess_20260610_000100,sess_20260610_000100,usr_000013,agent_workplace_01,Личное,2026-06-10T08:35:00Z,Общие вопросы и нерабочие запросы,Домашний рецепт,source_label,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",calculator; notes.search; recipe.search; web.search,10,False,False,28,171,56570,56769,0.0,chars_div_4_estimate,52977.03,0.0,-52977.03,False
